match_id,season_id,raid_sequence_no,half,clock,clock_seconds_remaining,raiding_team_id,defending_team_id,raider_id,raider_name,is_do_or_die,outcome_category,raid_points,raid_touch_points,raid_bonus_points,defending_points,is_super_raid,is_super_tackle,primary_defender_id,primary_defender_name,team1_score_after,team2_score_after,event_text
10,1,16,1,6:53,1613,4,2,66,Mahesh Goud,False,SUCCESSFUL_RAID,2,0,0,0,False,False,118.0,Surjeet Narwal,6,7,Mahesh Goud Successful Raid
10,1,17,1,7:21,1641,2,4,58,Kashiling Adake,False,EMPTY_RAID,0,0,0,0,False,False,,,6,7,Kashiling Adake Empty Raid
10,1,18,1,8:17,1697,4,2,12,Jang Kun Lee,False,SUPER_RAID,3,0,0,0,True,False,58.0,Kashiling Adake,9,7,Jang Kun Lee Successful Raid
10,1,18,1,8:17,1697,4,2,12,Jang Kun Lee,False,SUPER_RAID,3,0,0,0,True,False,107.0,Shrikant Tewthia,9,7,Jang Kun Lee Successful Raid
10,1,18,1,8:17,1697,4,2,12,Jang Kun Lee,False,SUPER_RAID,3,0,0,0,True,False,80.0,Punit Kumar Teotia,9,7,Jang Kun Lee Successful Raid
10,1,19,1,8:39,1719,2,4,4,Ehsan Zamani Fard,False,EMPTY_RAID,0,0,0,0,False,False,,,9,7,Ehsan Zamani Fard Empty Raid
10,1,20,1,8:50,1730,4,2,66,Mahesh Goud,False,SUPER_TACKLE,0,0,0,2,False,True,28.0,Amit Singh Chhillar,9,9,Mahesh Goud Unsuccessful Raid
10,1,21,1,8:51,1731,2,4,118,Surjeet Narwal,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,73.0,Nilesh Shinde,10,9,Surjeet Narwal Unsuccessful Raid
10,1,22,1,8:52,1732,4,2,75,Nitin Madane,False,SUCCESSFUL_RAID,2,0,0,0,False,False,28.0,Amit Singh Chhillar,14,9,Nitin Madane Successful Raid
10,1,22,1,8:52,1732,4,2,75,Nitin Madane,False,SUCCESSFUL_RAID,2,0,0,0,False,False,4.0,Ehsan Zamani Fard,14,9,Nitin Madane Successful Raid
10,1,23,1,8:53,1733,2,4,58,Kashiling Adake,False,EMPTY_RAID,0,0,0,0,False,False,,,14,9,Kashiling Adake Empty Raid
10,1,24,1,9:14,1754,4,2,75,Nitin Madane,False,SUCCESSFUL_RAID,1,0,0,0,False,False,107.0,Shrikant Tewthia,15,9,Nitin Madane Successful Raid
10,1,25,1,9:35,1775,2,4,118,Surjeet Narwal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,73.0,Nilesh Shinde,15,10,Surjeet Narwal Successful Raid
10,1,26,1,10:10,1810,4,2,66,Mahesh Goud,False,EMPTY_RAID,0,0,0,0,False,False,,,15,10,Mahesh Goud Empty Raid
10,1,27,1,10:40,1840,2,4,58,Kashiling Adake,False,SUCCESSFUL_RAID,1,0,0,0,False,False,77.0,Parveen Kumar,15,11,Kashiling Adake Successful Raid
10,1,28,1,11:4,1864,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,15,11,Nitin Madane Empty Raid
10,1,29,1,11:24,1884,2,4,118,Surjeet Narwal,False,EMPTY_RAID,0,0,0,0,False,False,,,15,11,Surjeet Narwal Empty Raid
10,1,30,1,12:8,1928,4,2,12,Jang Kun Lee,False,SUCCESSFUL_RAID,2,0,0,0,False,False,58.0,Kashiling Adake,17,11,Jang Kun Lee Successful Raid
10,1,30,1,12:8,1928,4,2,12,Jang Kun Lee,False,SUCCESSFUL_RAID,2,0,0,0,False,False,51.0,Jasmer Singh Gulia,17,11,Jang Kun Lee Successful Raid
10,1,31,1,12:23,1943,2,4,107,Shrikant Tewthia,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,17,12,Shrikant Tewthia Successful Raid
10,1,32,1,12:47,1967,4,2,66,Mahesh Goud,False,EMPTY_RAID,0,0,0,0,False,False,,,17,12,Mahesh Goud Empty Raid
10,1,33,1,13:20,2000,2,4,118,Surjeet Narwal,False,EMPTY_RAID,0,0,0,0,False,False,,,17,12,Surjeet Narwal Empty Raid
10,1,35,1,14:25,2065,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,17,12,Nitin Madane Empty Raid
10,1,36,1,15:14,2114,2,4,118,Surjeet Narwal,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,73.0,Nilesh Shinde,18,12,Surjeet Narwal Unsuccessful Raid
10,1,38,1,15:44,2144,4,2,66,Mahesh Goud,False,SUCCESSFUL_RAID,1,0,0,0,False,False,107.0,Shrikant Tewthia,19,12,Mahesh Goud Successful Raid
10,1,39,1,16:20,2180,2,4,80,Punit Kumar Teotia,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,73.0,Nilesh Shinde,20,12,Punit Kumar Teotia Unsuccessful Raid
10,1,40,1,16:53,2213,4,2,75,Nitin Madane,False,SUCCESSFUL_RAID,2,0,0,0,False,False,4.0,Ehsan Zamani Fard,24,12,Nitin Madane Successful Raid
10,1,40,1,16:53,2213,4,2,75,Nitin Madane,False,SUCCESSFUL_RAID,2,0,0,0,False,False,28.0,Amit Singh Chhillar,24,12,Nitin Madane Successful Raid
10,1,41,1,17:15,2235,2,4,58,Kashiling Adake,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,73.0,Nilesh Shinde,25,12,Kashiling Adake Unsuccessful Raid
10,1,42,1,17:25,2245,4,2,75,Nitin Madane,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,26,12,Nitin Madane Successful Raid
10,1,43,1,17:45,2265,2,4,51,Jasmer Singh Gulia,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,26,13,Jasmer Singh Gulia Successful Raid
10,1,44,1,18:17,2297,4,2,66,Mahesh Goud,False,SUCCESSFUL_RAID,1,0,0,0,False,False,38.0,Dadaso Balaso Awad,27,13,Mahesh Goud Successful Raid
10,1,45,1,18:35,2315,2,4,118,Surjeet Narwal,False,EMPTY_RAID,0,0,0,0,False,False,,,27,13,Surjeet Narwal Empty Raid
10,1,46,1,19:1,2341,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,27,13,Nitin Madane Empty Raid
10,1,47,1,19:41,2381,2,4,51,Jasmer Singh Gulia,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,73.0,Nilesh Shinde,28,13,Jasmer Singh Gulia Unsuccessful Raid
10,1,49,1,20:10,2410,4,2,66,Mahesh Goud,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,28.0,Amit Singh Chhillar,28,14,Mahesh Goud Unsuccessful Raid
10,1,50,1,20:17,2417,2,4,107,Shrikant Tewthia,False,SUCCESSFUL_RAID,1,0,0,0,False,False,108.0,Shyam Kumar Sah,28,15,Shrikant Tewthia Successful Raid
10,1,51,1,20:43,2443,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,28,15,Nitin Madane Empty Raid
10,1,52,2,21:13,1200,2,4,118,Surjeet Narwal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,98.0,Sachin Khambe,28,16,Surjeet Narwal Successful Raid
10,1,53,2,21:38,1200,4,2,12,Jang Kun Lee,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,80.0,Punit Kumar Teotia,28,17,Jang Kun Lee Unsuccessful Raid
10,1,54,2,22:9,1200,2,4,58,Kashiling Adake,False,SUCCESSFUL_RAID,1,0,0,0,False,False,77.0,Parveen Kumar,28,18,Kashiling Adake Successful Raid
10,1,55,2,22:43,1200,4,2,75,Nitin Madane,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,29,18,Nitin Madane Successful Raid
10,1,56,2,22:59,1200,2,4,118,Surjeet Narwal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,73.0,Nilesh Shinde,29,19,Surjeet Narwal Successful Raid
10,1,57,2,23:48,1200,4,2,75,Nitin Madane,False,UNSUCCESSFUL_RAID,1,0,0,1,False,False,118.0,Surjeet Narwal,30,22,Nitin Madane Unsuccessful Raid
10,1,58,2,24:14,1200,2,4,107,Shrikant Tewthia,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,30,23,Shrikant Tewthia Successful Raid
10,1,59,2,24:37,1200,4,2,75,Nitin Madane,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,31,23,Nitin Madane Successful Raid
10,1,61,2,24:52,1200,2,4,58,Kashiling Adake,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,98.0,Sachin Khambe,32,23,Kashiling Adake Unsuccessful Raid
10,1,62,2,25:27,1200,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,32,23,Nitin Madane Empty Raid
10,1,63,2,25:58,1200,2,4,107,Shrikant Tewthia,False,SUCCESSFUL_RAID,1,0,0,0,False,False,108.0,Shyam Kumar Sah,32,24,Shrikant Tewthia Successful Raid
10,1,64,2,26:13,1200,4,2,66,Mahesh Goud,False,EMPTY_RAID,0,0,0,0,False,False,,,32,24,Mahesh Goud Empty Raid
10,1,65,2,26:43,1200,2,4,107,Shrikant Tewthia,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,66.0,Mahesh Goud,33,24,Shrikant Tewthia Unsuccessful Raid
10,1,66,2,27:21,1200,4,2,75,Nitin Madane,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,51.0,Jasmer Singh Gulia,33,25,Nitin Madane Unsuccessful Raid
10,1,68,2,27:35,1200,2,4,118,Surjeet Narwal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,73.0,Nilesh Shinde,33,26,Surjeet Narwal Successful Raid
10,1,69,2,28:10,1200,4,2,66,Mahesh Goud,False,EMPTY_RAID,0,0,0,0,False,False,,,33,26,Mahesh Goud Empty Raid
10,1,70,2,28:43,1200,2,4,118,Surjeet Narwal,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,98.0,Sachin Khambe,34,26,Surjeet Narwal Unsuccessful Raid
10,1,71,2,29:4,1200,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,34,26,Nitin Madane Empty Raid
10,1,72,2,29:42,1200,2,4,107,Shrikant Tewthia,False,UNSUCCESSFUL_RAID,1,0,0,1,False,False,108.0,Shyam Kumar Sah,35,27,Shrikant Tewthia Unsuccessful Raid
10,1,73,2,30:12,1200,4,2,66,Mahesh Goud,False,EMPTY_RAID,0,0,0,0,False,False,,,35,27,Mahesh Goud Empty Raid
10,1,74,2,30:33,1200,2,4,58,Kashiling Adake,False,SUCCESSFUL_RAID,1,0,0,0,False,False,77.0,Parveen Kumar,35,28,Kashiling Adake Successful Raid
10,1,75,2,30:59,1200,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,35,28,Nitin Madane Empty Raid
10,1,76,2,31:23,1200,2,4,58,Kashiling Adake,False,EMPTY_RAID,0,0,0,0,False,False,,,35,28,Kashiling Adake Empty Raid
10,1,77,2,31:52,1200,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,35,28,Nitin Madane Empty Raid
10,1,78,2,32:22,1200,2,4,118,Surjeet Narwal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,108.0,Shyam Kumar Sah,35,29,Surjeet Narwal Successful Raid
10,1,79,2,32:46,1200,4,2,12,Jang Kun Lee,False,SUCCESSFUL_RAID,1,0,0,0,False,False,38.0,Dadaso Balaso Awad,36,29,Jang Kun Lee Successful Raid
10,1,80,2,32:56,1200,2,4,58,Kashiling Adake,False,SUCCESSFUL_RAID,1,0,0,0,False,False,77.0,Parveen Kumar,36,30,Kashiling Adake Successful Raid
10,1,81,2,33:24,1200,4,2,12,Jang Kun Lee,False,EMPTY_RAID,0,0,0,0,False,False,,,36,30,Jang Kun Lee Empty Raid
10,1,82,2,33:39,1200,2,4,58,Kashiling Adake,False,SUCCESSFUL_RAID,1,0,0,0,False,False,66.0,Mahesh Goud,36,31,Kashiling Adake Successful Raid
10,1,83,2,34:25,1200,4,2,75,Nitin Madane,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,58.0,Kashiling Adake,36,32,Nitin Madane Unsuccessful Raid
10,1,84,2,34:46,1200,2,4,118,Surjeet Narwal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,98.0,Sachin Khambe,36,33,Surjeet Narwal Successful Raid
10,1,85,2,35:11,1200,4,2,12,Jang Kun Lee,False,SUCCESSFUL_RAID,1,0,0,0,False,False,107.0,Shrikant Tewthia,37,33,Jang Kun Lee Successful Raid
10,1,86,2,35:33,1200,2,4,58,Kashiling Adake,False,SUCCESSFUL_RAID,2,0,0,0,False,False,12.0,Jang Kun Lee,37,35,Kashiling Adake Successful Raid
10,1,86,2,35:33,1200,2,4,58,Kashiling Adake,False,SUCCESSFUL_RAID,2,0,0,0,False,False,108.0,Shyam Kumar Sah,37,35,Kashiling Adake Successful Raid
10,1,87,2,36:14,1200,4,2,73,Nilesh Shinde,False,UNSUCCESSFUL_RAID,1,0,0,1,False,False,51.0,Jasmer Singh Gulia,38,38,Nilesh Shinde Unsuccessful Raid
10,1,88,2,36:53,1200,2,4,58,Kashiling Adake,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,,,39,38,Kashiling Adake Unsuccessful Raid
10,1,89,2,37:2,1200,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,39,38,Nitin Madane Empty Raid
10,1,90,2,37:52,1200,2,4,118,Surjeet Narwal,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,73.0,Nilesh Shinde,40,38,Surjeet Narwal Unsuccessful Raid
10,1,91,2,38:35,1200,4,2,66,Mahesh Goud,False,UNSUCCESSFUL_RAID,1,0,0,1,False,False,,,41,39,Mahesh Goud Raider and Anti Out
10,1,92,2,38:56,1200,2,4,107,Shrikant Tewthia,False,SUCCESSFUL_RAID,1,0,0,0,False,False,108.0,Shyam Kumar Sah,41,40,Shrikant Tewthia Successful Raid
10,1,93,2,39:14,1200,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,41,40,Nitin Madane Empty Raid
10,1,95,2,39:51,1200,2,4,58,Kashiling Adake,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,98.0,Sachin Khambe,42,40,Kashiling Adake Unsuccessful Raid
10,1,96,2,40:15,1200,4,2,75,Nitin Madane,False,EMPTY_RAID,0,0,0,0,False,False,,,14,25,Nitin Madane Empty Raid
11,1,1,1,0:19,1219,6,8,92,Ravi Dalal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,84.0,Rajaguru Subramanian,0,1,Ravi Dalal Successful Raid
11,1,2,1,0:38,1238,8,6,81,Rahul Chaudhari,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,1,1,Rahul Chaudhari Successful Raid
11,1,3,1,1:10,1270,6,8,92,Ravi Dalal,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,97.0,Rupesh Tomar,2,1,Ravi Dalal Unsuccessful Raid
11,1,4,1,1:28,1288,8,6,111,Sukesh Hegde,False,SUCCESSFUL_RAID,1,0,0,0,False,False,88.0,Rakesh Kumar,3,1,Sukesh Hegde Successful Raid
11,1,5,1,2:9,1329,6,8,142,Sandeep Narwal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,84.0,Rajaguru Subramanian,3,2,Sandeep Narwal Successful Raid
11,1,6,1,2:24,1344,8,6,81,Rahul Chaudhari,False,EMPTY_RAID,0,0,0,0,False,False,,,3,2,Rahul Chaudhari Empty Raid
11,1,7,1,2:47,1367,6,8,92,Ravi Dalal,False,EMPTY_RAID,0,0,0,0,False,False,,,3,2,Ravi Dalal Empty Raid
11,1,8,1,3:24,1404,8,6,111,Sukesh Hegde,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,61.0,Kuldeep Singh,3,3,Sukesh Hegde Unsuccessful Raid
11,1,9,1,3:52,1432,6,8,92,Ravi Dalal,False,EMPTY_RAID,0,0,0,0,False,False,,,3,3,Ravi Dalal Empty Raid
11,1,10,1,4:18,1458,8,6,81,Rahul Chaudhari,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,4,3,Rahul Chaudhari Successful Raid
11,1,11,1,4:58,1498,6,8,142,Sandeep Narwal,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,17.0,Atif Waheed,5,3,Sandeep Narwal Unsuccessful Raid
11,1,13,1,5:28,1528,8,6,81,Rahul Chaudhari,False,EMPTY_RAID,0,0,0,0,False,False,,,5,3,Rahul Chaudhari Empty Raid
11,1,14,1,6:0,1560,6,8,88,Rakesh Kumar,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,81.0,Rahul Chaudhari,6,3,Rakesh Kumar Unsuccessful Raid
11,1,15,1,6:27,1587,8,6,41,Deepak Niwas Hooda,False,EMPTY_RAID,0,0,0,0,False,False,,,6,3,Deepak Niwas Hooda Empty Raid
11,1,16,1,7:39,1659,6,8,92,Ravi Dalal,False,SUPER_RAID,3,0,0,0,True,False,84.0,Rajaguru Subramanian,6,6,Ravi Dalal Successful Raid
11,1,16,1,7:39,1659,6,8,92,Ravi Dalal,False,SUPER_RAID,3,0,0,0,True,False,111.0,Sukesh Hegde,6,6,Ravi Dalal Successful Raid
11,1,16,1,7:39,1659,6,8,92,Ravi Dalal,False,SUPER_RAID,3,0,0,0,True,False,152.0,D. Gopu,6,6,Ravi Dalal Successful Raid
11,1,17,1,7:55,1675,8,6,81,Rahul Chaudhari,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,,,6,7,Rahul Chaudhari Unsuccessful Raid
11,1,18,1,8:34,1714,6,8,88,Rakesh Kumar,False,SUCCESSFUL_RAID,1,0,0,0,False,False,149.0,Kiran A,6,8,Rakesh Kumar Successful Raid
11,1,19,1,9:33,1773,8,6,41,Deepak Niwas Hooda,False,SUPER_RAID,3,0,0,0,True,False,61.0,Kuldeep Singh,9,8,Deepak Niwas Hooda Successful Raid
11,1,19,1,9:33,1773,8,6,41,Deepak Niwas Hooda,False,SUPER_RAID,3,0,0,0,True,False,20.0,Wasim Sajjad,9,8,Deepak Niwas Hooda Successful Raid
11,1,20,1,9:51,1791,6,8,88,Rakesh Kumar,False,EMPTY_RAID,0,0,0,0,False,False,,,9,8,Rakesh Kumar Empty Raid
11,1,21,1,10:28,1828,8,6,111,Sukesh Hegde,False,SUCCESSFUL_RAID,1,0,0,0,False,False,92.0,Ravi Dalal,10,8,Sukesh Hegde Successful Raid
11,1,22,1,11:4,1864,6,8,88,Rakesh Kumar,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,152.0,D. Gopu,11,8,Rakesh Kumar Unsuccessful Raid
11,1,24,1,11:28,1888,8,6,81,Rahul Chaudhari,False,SUCCESSFUL_RAID,1,0,0,0,False,False,109.0,Somvir Shekhar,12,8,Rahul Chaudhari Successful Raid
11,1,25,1,12:0,1920,6,8,142,Sandeep Narwal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,97.0,Rupesh Tomar,12,9,Sandeep Narwal Successful Raid
11,1,26,1,12:31,1951,8,6,81,Rahul Chaudhari,False,SUCCESSFUL_RAID,1,0,0,0,False,False,61.0,Kuldeep Singh,13,9,Rahul Chaudhari Successful Raid
11,1,27,1,13:20,2000,6,8,142,Sandeep Narwal,False,SUPER_RAID,3,0,0,0,True,False,97.0,Rupesh Tomar,13,12,Sandeep Narwal Successful Raid
11,1,27,1,13:20,2000,6,8,142,Sandeep Narwal,False,SUPER_RAID,3,0,0,0,True,False,81.0,Rahul Chaudhari,13,12,Sandeep Narwal Successful Raid
11,1,27,1,13:20,2000,6,8,142,Sandeep Narwal,False,SUPER_RAID,3,0,0,0,True,False,17.0,Atif Waheed,13,12,Sandeep Narwal Successful Raid
11,1,28,1,13:56,2036,8,6,111,Sukesh Hegde,False,EMPTY_RAID,0,0,0,0,False,False,,,13,12,Sukesh Hegde Empty Raid
11,1,30,1,14:9,2049,6,8,92,Ravi Dalal,False,EMPTY_RAID,0,0,0,0,False,False,,,13,12,Ravi Dalal Empty Raid
11,1,31,1,14:35,2075,8,6,111,Sukesh Hegde,False,EMPTY_RAID,0,0,0,0,False,False,,,13,12,Sukesh Hegde Empty Raid
11,1,32,1,15:6,2106,6,8,142,Sandeep Narwal,False,EMPTY_RAID,0,0,0,0,False,False,,,13,12,Sandeep Narwal Empty Raid
11,1,33,1,15:52,2152,8,6,111,Sukesh Hegde,False,SUCCESSFUL_RAID,2,0,0,0,False,False,88.0,Rakesh Kumar,15,12,Sukesh Hegde Successful Raid
11,1,33,1,15:52,2152,8,6,111,Sukesh Hegde,False,SUCCESSFUL_RAID,2,0,0,0,False,False,142.0,Sandeep Narwal,15,12,Sukesh Hegde Successful Raid
11,1,36,1,16:17,2177,6,8,92,Ravi Dalal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,15,13,Ravi Dalal Successful Raid
11,1,37,1,16:50,2210,8,6,41,Deepak Niwas Hooda,False,SUCCESSFUL_RAID,2,0,0,0,False,False,20.0,Wasim Sajjad,17,13,Deepak Niwas Hooda Successful Raid
11,1,37,1,16:50,2210,8,6,41,Deepak Niwas Hooda,False,SUCCESSFUL_RAID,2,0,0,0,False,False,89.0,Ram Kumar Sah,17,13,Deepak Niwas Hooda Successful Raid
11,1,38,1,17:15,2235,6,8,92,Ravi Dalal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,97.0,Rupesh Tomar,17,14,Ravi Dalal Successful Raid
11,1,39,1,17:31,2251,8,6,81,Rahul Chaudhari,False,SUCCESSFUL_RAID,1,0,0,0,False,False,109.0,Somvir Shekhar,18,14,Rahul Chaudhari Successful Raid
11,1,40,1,18:6,2286,6,8,92,Ravi Dalal,False,SUCCESSFUL_RAID,2,0,0,0,False,False,17.0,Atif Waheed,18,16,Ravi Dalal Successful Raid
11,1,41,1,18:26,2306,8,6,81,Rahul Chaudhari,False,SUCCESSFUL_RAID,1,0,0,0,False,False,61.0,Kuldeep Singh,19,16,Rahul Chaudhari Successful Raid
11,1,42,1,19:10,2350,6,8,92,Ravi Dalal,False,SUCCESSFUL_RAID,2,0,0,0,False,False,84.0,Rajaguru Subramanian,19,18,Ravi Dalal Successful Raid
11,1,43,1,19:37,2377,8,6,81,Rahul Chaudhari,False,SUCCESSFUL_RAID,2,0,0,0,False,False,92.0,Ravi Dalal,23,18,Rahul Chaudhari Successful Raid
11,1,43,1,19:37,2377,8,6,81,Rahul Chaudhari,False,SUCCESSFUL_RAID,2,0,0,0,False,False,88.0,Rakesh Kumar,23,18,Rahul Chaudhari Successful Raid
11,1,44,1,20:13,2413,8,6,111,Sukesh Hegde,False,SUCCESSFUL_RAID,1,0,0,0,False,False,109.0,Somvir Shekhar,24,18,Sukesh Hegde Successful Raid
11,1,45,1,20:59,2459,6,8,88,Rakesh Kumar,False,SUCCESSFUL_RAID,1,0,0,0,False,False,152.0,D. Gopu,24,19,Rakesh Kumar Successful Raid
11,1,46,2,21:27,1200,8,6,81,Rahul Chaudhari,False,UNSUCCESSFUL_RAID,0,0,0,1,False,False,20.0,Wasim Sajjad,24,20,Rahul Chaudhari Unsuccessful Raid
11,1,47,2,22:20,1200,6,8,88,Rakesh Kumar,False,EMPTY_RAID,0,0,0,0,False,False,,,24,20,Rakesh Kumar Empty Raid
11,1,48,2,22:50,1200,8,6,111,Sukesh Hegde,False,EMPTY_RAID,0,0,0,0,False,False,,,24,20,Sukesh Hegde Empty Raid
11,1,49,2,23:21,1200,6,8,142,Sandeep Narwal,False,EMPTY_RAID,0,0,0,0,False,False,,,24,20,Sandeep Narwal Empty Raid
11,1,50,2,23:49,1200,8,6,41,Deepak Niwas Hooda,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,25,20,Deepak Niwas Hooda Successful Raid
11,1,51,2,24:40,1200,6,8,92,Ravi Dalal,False,SUCCESSFUL_RAID,2,0,0,0,False,False,111.0,Sukesh Hegde,25,22,Ravi Dalal Successful Raid
11,1,51,2,24:40,1200,6,8,92,Ravi Dalal,False,SUCCESSFUL_RAID,2,0,0,0,False,False,84.0,Rajaguru Subramanian,25,22,Ravi Dalal Successful Raid
11,1,52,2,24:56,1200,8,6,41,Deepak Niwas Hooda,False,EMPTY_RAID,0,0,0,0,False,False,,,25,22,Deepak Niwas Hooda Empty Raid
11,1,53,2,25:18,1200,6,8,88,Rakesh Kumar,False,SUCCESSFUL_RAID,1,0,0,0,False,False,49.0,Irfan Khan,25,23,Rakesh Kumar Successful Raid
11,1,54,2,26:1,1200,8,6,41,Deepak Niwas Hooda,False,SUCCESSFUL_RAID,1,0,0,0,False,False,,,26,23,Deepak Niwas Hooda Successful Raid
11,1,55,2,26:16,1200,6,8,92,Ravi Dalal,False,SUCCESSFUL_RAID,1,0,0,0,False,False,97.0,Rupesh Tomar,26,24,Ravi Dalal Successful Raid
